Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
70,St. Mary'S Islands,St. Mary'S Islands-KarnatakaBeach,St. Mary'S Islands,4.89,Beach,Mangaluru,Dakshina Kannada District,1,Mangalore,Karnataka,HolidayIQ,"St Dominic Road, Ashok Nagar, Mangalore, Dakshina Kannada District, Mangaluru, Karnataka",12.89763793,74.8318965,575006,No,#N/A
71,Mangalore Beach,Mangalore Beach-KarnatakaBeach,Mangalore Beach,4.48,Beach,Mangaluru,Dakshina Kannada District,1,Mangalore,Karnataka,HolidayIQ,"Mangalore Beach, Indian Oil Tank Farm, Bengre, Mangalore, Dakshina Kannada District, Mangaluru, Karnataka",13.023068,74.786161,575006,No,"['beach', 'tourist', 'performance', 'hotel', 'beat', 'budget', 'sand', 'spot', 'border', 'people', 'confluence', 'lighthouse', 'picnic', 'drum', 'view', 'sunset', 'allure']"
72,Someshwar Beach,Someshwar Beach-KarnatakaBeach,Someshwar Beach,4.1,Beach,Mangaluru,Dakshina Kannada District,1,Mangalore,Karnataka,HolidayIQ,"Bengre Beach, Bengre, Mangalore, Dakshina Kannada District, Mangaluru, Karnataka",12.847716,74.826566,575010,No,"['beach', 'ruin', 'confluence', 'north', 'queen', 'rock', 'fort', 'palace', 'highlight', 'side', 'rule']"
73,Benaulim Village And Beach,Benaulim Village And Beach-GoaBeach,Benaulim Village And Beach,4.53,Beach,Colva,South Goa District,1,Colva,Goa,HolidayIQ,"Colva Beach, Salcete, South Goa District, Colva, Goa",15.28014,73.912882,403708,No,"['village', 'tourist', 'significance', 'temple', 'arrow', 'legend', 'site', 'seaside', 'mountain', 'name', 'ruin', 'region', 'km', 'sight', 'charm', 'advent', 'birth']"
74,Nagoa Beach,Nagoa Beach-Daman and DiuBeach,Nagoa Beach,4.42,Beach,Diu,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Nagoa Beach, Diu, Diu District, Diu, Daman & Diu",20.711144,70.935182,362520,No,"['beach', 'bus', 'town', 'stand', 'km', 'end', 'activity', 'pony', 'water', 'sport', 'minute', 'swimming', 'village', 'ferry', 'camel', 'fishing', 'picnic', 'shape', 'spot', 'shoe']"
75,Jallandhar Beach,Jallandhar Beach-Daman and DiuBeach,Jallandhar Beach,4.45,Beach,Diu,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Bandargah Beach, Raberi Road, Bunder, Diu, Diu District, Diu, Daman & Diu",20.708101,70.892212,362520,No,"['demon', 'face', 'hill', 'top', 'temple', 'spot', 'beach', 'km', 'structure', 'stone', 'sport', 'facility', 'water', 'memorial']"
76,Ghoghla Beach,Ghoghla Beach-Daman and DiuBeach,Ghoghla Beach,4.73,Beach,Ghoghla,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Ghoghla Beach, Ghoghala Main Road, Diu, Diu District, Ghoghla, Daman & Diu",20.728772,70.991878,362540,No,"['beach', 'tourist', 'facility', 'village', 'activity', 'spot', 'parasailing', 'km', 'accommodation', 'complex', 'scooter', 'food', 'adventure', 'water', 'town', 'amenity']"
77,Sunset Point,Sunset Point-Daman and DiuBeach,Sunset Point,4.45,Beach,Diu,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Sunset Point, Diu, Diu District, Diu, Daman & Diu",20.705199,70.976375,362520,No,"['beach', 'tree', 'palm', 'sun', 'swimming']"
78,Gomatimata Beach,Gomatimata Beach-Daman and DiuBeach,Gomatimata Beach,4.33,Beach,Diu,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Gomatimata Beach, Vankbara, Diu, Diu District, Diu, Daman & Diu",20.70911,70.875391,362520,No,"['beach', 'stretch', 'end', 'town', 'km', 'water', 'sand', 'swimming']"
79,Chakratirath Beach,Chakratirath Beach-Daman and DiuBeach,Chakratirath Beach,NULL,Beach,Diu,Diu District,1,Diu,Daman and Diu,HolidayIQ,"Bandargah Beach, Raberi Road, Bunder, Diu, Diu District, Diu, Daman & Diu",20.719103,70.986361,362520,No,"['demon', 'beach', 'name', 'story', 'head', 'auditorium', 'seaside', 'killing', 'air']"
80,Chowpatty Beach,Chowpatty Beach-MaharashtraBeach,Chowpatty Beach,4.16,Beach,Mumbai,Mumbai District,1,Mumbai,Maharashtra,HolidayIQ,"Chowpatty Beach, Charni Road, Chowpatty, Mumbai, Mumbai District, Mumbai, Maharashtra",18.954832,72.8121,400007,No,"['beach', 'street', 'food', 'people', 'evening', 'flavour', 'thousand', 'fee', 'scene', 'carnival', 'play', 'swimming', 'tree', 'celebration', 'shoot', 'rickshaw', 'variety', 'kiosk', 'admission', 'balloon']"
81,Powai Lake,Powai Lake-MaharashtraBeach,Powai Lake,4.93,Beach,Mumbai,Mumbai Suburban District,1,Mumbai,Maharashtra,HolidayIQ,"Powai Lake, Powai, Mumbai Suburban, Mumbai Suburban District, Mumbai, Maharashtra",19.12879,72.90468,400087,No,#N/A
82,Worli Sea Face,Worli Sea Face-MaharashtraBeach,Worli Sea Face,4.71,Beach,Mumbai,Mumbai District,1,Mumbai,Maharashtra,HolidayIQ,"Worli Sea Face Apartment, Khan Abdul Gaffar Khan Marg, Worli Sea Face, Worli, Mumbai, Mumbai District, Mumbai, Maharashtra",19.00503,72.813769,400030,No,#N/A
83,Marve Beach,Marve Beach-MaharashtraBeach,Marve Beach,4.27,Beach,Mumbai,Mumbai Suburban District,1,Mumbai,Maharashtra,HolidayIQ,"Marve Beach, Gorai, Mumbai Suburban, Mumbai Suburban District, Mumbai, Maharashtra",19.225326,72.776073,400091,No,"['beach', 'activity', 'tourist', 'auto', 'transportation', 'taxi', 'bus', 'sand', 'current', 'part', 'end', 'interest', 'rickshaw', 'park', 'movement', 'wheeler', 'amusement', 'clock', 'purposes.,it', 'kingdom']"
84,Wellingdon Island,Wellingdon Island-KeralaBeach,Wellingdon Island,4.22,Beach,Kochi,Ernakulam District,1,Kochi (Cochin),Kerala,HolidayIQ,"Island Auto Garage, Bristow Road, Willingdon Island, Kochi, Ernakulam District, Kochi, Kerala",9.957709,76.26901,682003,No,"['island', 'hotel', 'man', 'export', 'office', 'centre', 'mainland', 'railway', 'port', 'business', 'governor', 'import', 'home', 'road']"
85,Jaigad Lighthouse,Jaigad Lighthouse-MaharashtraBeach,Jaigad Lighthouse,3.87,Beach,Ganpatipule,Ratnagiri District,1,Ganpatipule,Maharashtra,HolidayIQ,"Ratnagiri District, Ganpatipule, Maharashtra",17.294094,73.220815,0,No,"['lighthouse', 'year', 'region', 'officer', 'ship', 'pm', 'edge', 'army']"
86,Mangamaripeta,Mangamaripeta-Andhra PradeshBeach,Mangamaripeta,4.73,Beach,NULL,Visakhapatnam District,1,Visakhapatnam,Andhra Pradesh,HolidayIQ,"Zila Parishad High School Peda Mangamaripeta, Bheemunipatnam, Visakhapatnam District, Andhra Pradesh",17.84691,83.407123,531163,No,"['beach', 'complex', 'region', 'hill', 'survey', 'kingdom', 'm', 'centre', 'nature', 'sport', 'elevation', 'water', 'surroundings', 'adventure', 'lover', 'vicinity']"
87,Gangavaram Beach,Gangavaram Beach-Andhra PradeshBeach,Gangavaram Beach,4.44,Beach,Visakhapatnam,Visakhapatnam District,1,Visakhapatnam,Andhra Pradesh,HolidayIQ,"Gangavaram Beach, Dibbapalem, Gagavarum, Gajuwaka, Visakhapatnam District, Visakhapatnam, Andhra Pradesh",17.701366,83.293349,530044,No,"['beach', 'surroundings', 'hill', 'palm', 'tourist', 'view', 'vicinity', 'middle', 'tv', 'ocean', 'tree', 'coastline', 'south', 'maker', 'film']"
88,Muttom Beach,Muttom Beach-Tamil NaduBeach,Muttom Beach,NULL,Beach,Kanniyakumari,Kanniyakumari District,1,Kanyakumari,Tamil Nadu,HolidayIQ,"Hotel Dev, Beach Road, Agastheeswaram, Kanniyakumari District, Kanniyakumari, Tamil Nadu",8.07924,77.549238,629702,Yes,"['shore', 'km', 'fence', 'sunset', 'steel', 'bench', 'sun', 'lighthouse', 'hamlet', 'point', 'hut', 'year', 'visitor', 'sea']"
89,Visakhapatnam,Visakhapatnam-Andhra PradeshBeach,Visakhapatnam,4.89,Beach,Visakhapatnam,Visakhapatnam District,1,Visakhapatnam,Andhra Pradesh,HolidayIQ,"Visakhapatnam Municipality, Simhachalam Road, Simhachalam, Visakhapatnam Urban, Visakhapatnam District, Visakhapatnam, Andhra Pradesh",17.774457,83.248158,530028,Yes,#N/A
90,Thengapattinam Beach,Thengapattinam Beach-Tamil NaduBeach,Thengapattinam Beach,4.03,Beach,Kanniyakumari,Kanniyakumari District,1,Kanyakumari,Tamil Nadu,HolidayIQ,"Public Convenience, Beach Road, Agastheeswaram, Kanniyakumari District, Kanniyakumari, Tamil Nadu",8.079414,77.549454,629702,No,"['beach', 'estuary', 'km', 'water', 'relation', 'vicinity', 'county', 'trade', 'legend', 'coconut', 'swimming', 'ride', 'year', 'mosque', 'distance', 'shore', 'grove', 'village', 'sea']"
91,Bhimli,Bhimli-Andhra PradeshBeach,Bhimli,3.83,Beach,Visakhapatnam,Visakhapatnam District,1,Visakhapatnam,Andhra Pradesh,HolidayIQ,"Fairfield by Marriott Visakhapatnam, NSTL, Visakhapatnam Urban, Visakhapatnam District, Visakhapatnam, Andhra Pradesh",17.747974,83.245905,530009,Yes,"['beach', 'century', 'name', 'fort', 'sand', 'cemetery', 'evidence', 'statue', 'road', 'fishing', 'hill', 'area', 'view', 'swimmer', 'konda', 'period', 'greenery', 'assemblage', 'tree', 'significance']"
92,Kappad Beach,Kappad Beach-KeralaBeach,Kappad Beach,4.41,Beach,NULL,Kozhikode District,1,Kozhikode (Calicut),Kerala,HolidayIQ,"Padanilam Narikkuni Road, Kozhikode, Kozhikode District, Kerala",11.250691,75.771524,673585,No,"['beach', 'backwater', 'tourist', 'local', 'event', 'foot', 'popularity', 'gateway', 'explorer', 'monument', 'rock', 'ride', 'fact', 'world', 'experience', 'stone']"
93,Kozhikode Beach,Kozhikode Beach-KeralaBeach,Kozhikode Beach,4.36,Beach,Kozhikode,Kozhikode District,1,Kozhikode (Calicut),Kerala,HolidayIQ,"Kozhikode Beach, Beach Road, Vellayil, Kozhikode, Kozhikode District, Kozhikode, Kerala",11.237218,75.77705,673001,No,"['beach', 'tourist', 'setting', 'charm', 'middle', 'lighthouse', 'beauty', 'sunrise', 'sunset', 'year', 'town', 'world', 'sea', 'pier']"
94,Beypore Beach,Beypore Beach-KeralaBeach,Beypore Beach,4.43,Beach,Beypore,Kozhikode District,1,Kozhikode (Calicut),Kerala,HolidayIQ,"Beypore Beach, Beach Road, Kozhikode, Kozhikode District, Beypore, Kerala",11.163402,75.802567,673015,No,"['ship', 'shipbuilding', 'village', 'centre', 'team', 'buyer', 'trading', 'local', 'finger', 'perfection', 'port', 'manner', 'work', 'south', 'ethic', 'shape', 'vessel', 'trade', 'significance', 'discipline']"
95,Kalipoyika,Kalipoyika-KeralaBeach,Kalipoyika,4.65,Beach,Kozhikode,Kozhikode District,1,Kozhikode (Calicut),Kerala,HolidayIQ,"Calicut Francis Road, Kuttichira, Kozhikode, Kozhikode District, Kozhikode, Kerala",11.24176341,75.78221521,673001,No,"['tourist', 'option', 'pedal', 'row', 'km', 'distance', 'boat', 'water']"
96,Canolly Canal,Canolly Canal-KeralaBeach,Canolly Canal,NULL,Beach,Kozhikode,Kozhikode District,1,Kozhikode (Calicut),Kerala,HolidayIQ,"Mini Bypass Road, Bilathikulam, Kozhikode, Kozhikode District, Kozhikode, Kerala",11.2816052,75.78388834,673011,No,"['boat', 'region', 'feeling', 'bank', 'sightseeing', 'people', 'opportunity', 'walk', 'village', 'sunset', 'area', 'sea', 'river', 'vu', 'canal', 'j', 'calicut']"
97,Smith Island,Smith Island-Andaman & Nicobar IslandsBeach,Smith Island,4.66,Beach,Port Blair,South Andaman District,1,Port Blair,Andaman & Nicobar Islands,HolidayIQ,"Hotel Island Paradise, Delanipur, Port Blair, South Andaman District, Port Blair, Andaman & Nicobar Islands",11.672577,92.729435,744102,No,"['island', 'beach', 'palm', 'lifestyle', 'coconut', 'house', 'bar', 'restaurant', 'camping', 'site', 'row', 'sand', 'accommodation', 'seashore']"
98,Collinpur,Collinpur-Andaman & Nicobar IslandsBeach,Collinpur,4.56,Beach,Port Blair,South Andaman District,1,Port Blair,Andaman & Nicobar Islands,HolidayIQ,"Port Blair Tour Packages, Delanipur, Port Blair, South Andaman District, Port Blair, Andaman & Nicobar Islands",11.672589,92.729462,744102,No,"['trip', 'sunset', 'sun', 'bathing', 'swimming', 'water', 'km', 'day']"
99,Viper Island,Viper Island-Andaman & Nicobar IslandsBeach,Viper Island,3.24,Beach,Port Blair,South Andaman District,1,Port Blair,Andaman & Nicobar Islands,HolidayIQ,"Hotel Island Paradise, Delanipur, Port Blair, South Andaman District, Port Blair, Andaman & Nicobar Islands",10.978505,92.22256,744102,No,#N/A
100,Mahabalipuram Beach,Mahabalipuram Beach-Tamil NaduBeach,Mahabalipuram Beach,4.3,Beach,Mamallapuram,Kancheepuram District;Kanchipuram,1,Mahabalipuram,Tamil Nadu,HolidayIQ,"Mahabalipuram Beach, Shore Temple Road, Tirukalukundram, Kancheepuram District, Mamallapuram, Tamil Nadu",12.61565,80.19822,603104,No,"['beach', 'tourist', 'activity', 'km', 'temple', 'notice', 'government', 'month', 'undertaking', 'shore', 'distance', 'motor', 'wind', 'surfing', 'rock', 'century', 'monument', 'diving']"
101,Mamallapuram Lighthouse,Mamallapuram Lighthouse-Tamil NaduBeach,Mamallapuram Lighthouse,4.6,Beach,Mamallapuram,Kancheepuram District;Kanchipuram,1,Mahabalipuram,Tamil Nadu,HolidayIQ,"E1 Mahabalipuram Police Station, Covelong Road, Tirukalukundram, Kancheepuram District, Mamallapuram, Tamil Nadu",12.621771,80.194753,603104,No,#N/A
105,Paradise Beach,Paradise Beach-KeralaBeach,Paradise Beach,4.45,Beach,Alappuzha,Alappuzha District,1,Gokarna,Kerala,HolidayIQ,"Beach Paradise, Miyyath Punnamada Road, Kottankulangara, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.527188,76.351411,688006,Yes,"['beach', 'tourist', 'restaurant', 'forest', 'speciality', 'barbecue', 'boat', 'sea', 'seafood']"
107,Gokarna Beach,Gokarna Beach-KarnatakaBeach,Gokarna Beach,4.05,Beach,NULL,Uttara Kannada District,1,Gokarna,Karnataka,HolidayIQ,"Gokarna Beach, Kumta, Uttara Kannada District, Karnataka",14.583713,74.367689,581326,No,"['tourist', 'beach', 'atmosphere', 'roadway', 'view', 'guitar', 'mountain', 'town', 'hammock', 'sea', 'side', 'bath']"
108,Jampore Beach,Jampore Beach-Daman and DiuBeach,Jampore Beach,4.08,Beach,Daman,Daman District,1,Daman,Daman and Diu,HolidayIQ,"Jampore Beach, Daman, Daman District, Daman, Daman & Diu",20.377004,72.825087,396220,No,"['beach', 'km', 'city', 'airway', 'swimming', 'railway', 'time', 'weather', 'picnic', 'distance', 'airport', 'border', 'railhead', 'part', 'spot', 'roadway', 'town']"
109,Devka Beach,Devka Beach-Daman and DiuBeach,Devka Beach,3.66,Beach,Daman,Daman District,1,Daman,Daman and Diu,HolidayIQ,"Devka Beach, Devka Beach Road, Bhimpore, Daman, Daman District, Daman, Daman & Diu",20.416317,72.833618,396210,No,"['park', 'beach', 'amusement', 'taxi', 'tourist', 'walking', 'swimming', 'weekend', 'pony', 'distance', 'resort', 'shoreline', 'rickshaw', 'child', 'ride', 'seafood', 'rock', 'km', 'fountain', 'stand']"
110,Chowara Beach,Chowara Beach-KeralaBeach,Chowara Beach,4.52,Beach,Thiruvananthapuram,Thiruvananthapuram District,1,Trivandrum(Thiruvananthapuram),Kerala,HolidayIQ,"Trivandrum, Thiruvananthapuram, Thiruvananthapuram District, Thiruvananthapuram, Kerala",8.355196,77.014292,695011,No,"['beach', 'km', 'time', 'visitor', 'top', 'away.,evenings', 'destination', 'stretch', 'coconut', 'honeymoon', 'fishing', 'distance', 'gorge', 'view', 'name', 'gliding', 'quality', 'wave', 'attraction', 'family']"
111,Vizhinjam Lighthouse,Vizhinjam Lighthouse-KeralaBeach,Vizhinjam Lighthouse,4.39,Beach,Thiruvananthapuram,Thiruvananthapuram District,1,Trivandrum(Thiruvananthapuram),Kerala,HolidayIQ,"Trivandrum, Thiruvananthapuram, Thiruvananthapuram District, Thiruvananthapuram, Kerala",8.377651,76.987322,695011,No,"['house', 'beacon', 'top', 'pm', 'beach', 'day', 'sunset', 'horizon', 'mark', 'fee', 'ladder', 'step', 'tree', 'tower', 'walk', 'coconut', 'visitor', 'part', 'altitude', 'sea']"
112,Murudeshwar Beach,Murudeshwar Beach-KarnatakaBeach,Murudeshwar Beach,4.13,Beach,NULL,Uttara Kannada District,1,Murudeshwara,Karnataka,HolidayIQ,"Murdeshwar Beach, Bhatkal, Uttara Kannada District, Karnataka",14.095595,74.485811,581350,No,"['beach', 'ride', 'boat', 'traveller', 'west', 'distance', 'fishing', 'sunset', 'east', 'view', 'location', 'statue', 'swimming', 'family', 'sunrise', 'attraction', 'kilometre', 'hill']"
113,Netrani Island,Netrani Island-KarnatakaBeach,Netrani Island,4.5,Beach,NULL,Mysore District,1,Murudeshwara,Karnataka,HolidayIQ,"Sri Murudeshwara Shamiyana, MM Road, Tirumakudal Narsipur, Mysore District, Karnataka",14.094251,74.488381,571101,Yes,"['island', 'auto', 'month', 'mosque', 'water', 'people', 'ruin', 'rickshaw', 'north', 'taxi', 'time', 'mark', 'fishing', 'km', 'practice', 'picnic', 'target', 'spot', 'temple', 'cave']"
114,Bhatkal Beach,Bhatkal Beach-KarnatakaBeach,Bhatkal Beach,4.37,Beach,Bhatkal,Uttara Kannada District,1,Murudeshwara,Karnataka,HolidayIQ,"ABS Beach Home Stay, 1st Cross Road, Azad Nagar, Bhatkal, Uttara Kannada District, Bhatkal, Karnataka",13.981027,74.553888,581320,No,"['beach', 'surroundings', 'tree', 'sea', 'vicinity', 'attraction', 'month', 'coconut', 'century', 'port', 'lighthouse', 'hillock', 'time', 'middle', 'ruler', 'view', 'temple', 'tourist', 'hill', 'area']"
115,Bhatkal Light House,Bhatkal Light House-KarnatakaBeach,Bhatkal Light House,4.64,Beach,Bhatkal,Uttara Kannada District,1,Murudeshwara,Karnataka,HolidayIQ,"Hotel City Light, Kochi Panvel Highway, Madeena Colony, Bhatkal, Uttara Kannada District, Bhatkal, Karnataka",13.984072,74.561122,581320,No,"['tower', 'lamp', 'lighthouse', 'masonry', 'signal', 'hill', 'stone', 'storm', 'metal', 'fog', 'ruin', 'mast', 'wall', 'baffle', 'flashing', 'cabin', 'lantern', 'source', 'warning', 'fort']"
116,New Mangalore Port,New Mangalore Port-KarnatakaBeach,New Mangalore Port,NULL,Beach,Mangaluru,Dakshina Kannada District,1,Mangalore,Karnataka,HolidayIQ,"New Mangalore Port, Indian Oil Tank Farm, Bengre, Mangalore, Dakshina Kannada District, Mangaluru, Karnataka",12.917829,74.814693,575006,No,"['port', 'year', 'project', 'state', 'fertilizer', 'coffee', 'chemical', 'manganese', 'ammonia', 'cashew', 'wood', 'span', 'log', 'import', 'neighbourhood', 'administration', 'confluence', 'pellet', 'name', 'acid']"
117,Nandini River,Nandini River-KarnatakaBeach,Nandini River,NULL,Beach,Mangaluru,Dakshina Kannada District,1,Mangalore,Karnataka,HolidayIQ,"Phalguni River Lodge, Pilikula Nisarga Dhama Road, Mudushedde, Mangalore, Dakshina Kannada District, Mangaluru, Karnataka",12.927973,74.895124,575028,No,"['river', 'name', 'bank', 'katee', 'belief', 'mile', 'spot']"
118,Coco Beach,Coco Beach-GoaBeach,Coco Beach,3.68,Beach,NULL,North Goa District,1,Bardez,Goa,HolidayIQ,"OyoRooms, Bardez, North Goa District, Goa",15.500044,73.791881,403515,No,"['beach', 'palm', 'village', 'seashore', 'watersports', 'sand', 'enhance', 'water', 'occupation', 'native', 'tree', 'area', 'spotting', 'dolphin', 'family', 'fishing', 'trip', 'crystal', 'picnic', 'boat']"
119,Henry's Island,Henry's Island-West BengalBeach,Henry's Island,4.21,Beach,NULL,South Twenty Four Parganas District,1,Bakkhali,West Bengal,HolidayIQ,"Bakkhali, Namkhana, South Twenty Four Parganas District, West Bengal",21.959931,88.97105,743357,No,"['forest', 'mangrove', 'beach', 'tree', 'gora', 'pig', 'fish', 'prawn', 'island', 'area', 'minute', 'land', 'hetal', 'century', 'project', 'pond', 'cultivation', 'snake', 'crocodile', 'tourist']"
120,Jambu Dwip,Jambu Dwip-West BengalBeach,Jambu Dwip,4.13,Beach,NULL,South Twenty Four Parganas District,1,Bakkhali,West Bengal,HolidayIQ,"Bakkhali, Namkhana, South Twenty Four Parganas District, West Bengal",21.560556,88.268333,743357,No,"['boat', 'month', 'mangrove', 'home', 'visitor', 'water', 'ride', 'habitation', 'island', 'minute', 'tree', 'state', 'area', 'fisherman', 'mud', 'house', 'km', 'sight', 'crab', 'hectare']"
121,Bakkhali Sea Beach,Bakkhali Sea Beach-West BengalBeach,Bakkhali Sea Beach,4.29,Beach,NULL,South Twenty Four Parganas District,1,Bakkhali,West Bengal,HolidayIQ,"Bakkhali, Namkhana, South Twenty Four Parganas District, West Bengal",21.560556,88.268333,743357,No,"['beach', 'tourist', 'spot', 'water', 'land', 'bus', 'cycle', 'shack', 'mangrove', 'car', 'stretch', 'end', 'slope', 'lunch', 'tiger', 'vendor', 'time', 'forest', 'stop', 'handicraft']"
122,Sagar Island,Sagar Island-West BengalBeach,Sagar Island,3.14,Beach,NULL,South Twenty Four Parganas District,1,Bakkhali,West Bengal,HolidayIQ,"Bedford Island, Sagar, South Twenty Four Parganas District, West Bengal",21.83277,88.103768,743373,No,"['island', 'temple', 'km', 'point', 'swamp', 'river', 'venue', 'million', 'bird', 'delta', 'tourist', 'pilgrim', 'channel', 'sq', 'dip', 'sea', 'port', 'habitat', 'pilgrimage', 'guest']"
